algorithm,budget,coverage,cost_per_coverage,time
k=1,600,25,23.72,21
k=2,600,25,23.24,1067
greedy,600,25,23.68,0
random,600,14,42.7857,0
bad_greedy,600,17,33.0588,0
k=1,600,25,23.68,22
k=2,600,25,23.68,1078
greedy,600,24,23.5417,0
random,600,6,96.3333,0
bad_greedy,600,20,28.15,0
k=1,600,24,23.5417,22
k=2,600,24,23.5417,1078
greedy,600,24,24.3333,0
random,600,9,64.8889,0
bad_greedy,600,19,31.2105,0
k=1,600,24,23.9583,21
k=2,600,24,23.2083,1080
greedy,600,27,21.8519,0
random,600,10,59.2,0
bad_greedy,600,19,31.3158,0
k=1,600,27,21.8519,21
k=2,600,27,21.8519,1052
greedy,600,28,19.9643,0
random,600,9,65.8889,0
bad_greedy,600,24,22.5417,0
k=1,600,29,20.6552,21
k=2,600,29,20.5172,1073
greedy,600,29,19.5517,0
random,600,9,65.3333,0
bad_greedy,600,20,28.8,0
k=1,600,29,19.5517,21
k=2,600,29,19.5517,1051
greedy,600,30,19.8,0
random,600,7,83.7143,0
bad_greedy,600,23,25.6957,0
k=1,600,30,19.8,21
k=2,600,30,19.8,1045
greedy,600,21,27.4286,0
random,600,7,82.4286,0
bad_greedy,600,15,36.2667,0
k=1,600,21,27.3333,22
k=2,600,21,27.3333,1073
greedy,600,26,21.6538,0
random,600,8,74.625,0
bad_greedy,600,22,25.1818,0
k=1,600,26,21.6538,21
k=2,600,26,21.6538,1064
greedy,600,27,21.3333,0
random,600,13,44.9231,0
bad_greedy,600,18,32.6667,0
k=1,600,27,20.963,22
k=2,600,27,20.963,1067
greedy,600,30,19.3667,0
random,600,11,53.8182,0
bad_greedy,600,20,27.6,0
k=1,600,30,19.3667,21
k=2,600,30,19.3667,1027
greedy,600,27,22.1481,0
random,600,8,72.875,0
bad_greedy,600,23,24.4348,0
k=1,600,27,21.2963,21
k=2,600,27,21.2963,1061
greedy,600,24,23.6667,0
random,600,12,48.3333,0
bad_greedy,600,18,32.5,0
k=1,600,24,23.6667,20
k=2,600,24,23.6667,1042
greedy,600,29,20.6552,0
random,600,7,84.5714,0
bad_greedy,600,18,32.0556,0
k=1,600,29,20.6552,20
k=2,600,29,20.6552,1022
greedy,600,25,23.88,0
random,600,12,49.75,0
bad_greedy,600,19,28.6316,0
k=1,600,25,23.88,22
k=2,600,25,23.88,1072
greedy,600,31,18.8065,1
random,600,16,37,0
bad_greedy,600,27,20.5185,0
k=1,600,32,18.5938,20
k=2,600,32,18.5938,1040
greedy,600,30,18.8333,0
random,600,7,84.5714,0
bad_greedy,600,21,25.4762,0
k=1,600,30,18.8333,20
k=2,600,30,18.8333,1029
greedy,600,29,19.4138,0
random,600,8,70.375,0
bad_greedy,600,20,28.85,0
k=1,600,29,19.4138,21
k=2,600,29,19.4138,1066
greedy,600,29,20.0345,0
random,600,13,44.5385,0
bad_greedy,600,20,27.6,0
k=1,600,30,19.9333,21
k=2,600,30,19.9333,1038
greedy,600,31,18.0968,0
random,600,13,45.6923,0
bad_greedy,600,21,26.7619,0
k=1,600,31,18.0968,21
k=2,600,31,18.0968,1049
greedy,600,28,20.25,1
random,600,13,46,0
bad_greedy,600,20,26.95,0
k=1,600,28,20.25,21
k=2,600,28,20.25,1067
greedy,600,24,23.4167,0
random,600,13,45.3077,0
bad_greedy,600,16,36.0625,0
k=1,600,24,23.4167,21
k=2,600,24,23.4167,1066
greedy,600,22,25.4545,0
random,600,8,74.5,0
bad_greedy,600,16,34.8125,0
k=1,600,22,25.4545,22
k=2,600,22,25.4545,1069
greedy,600,30,19.9333,0
random,600,6,96.6667,0
bad_greedy,600,24,23.6667,0
k=1,600,30,19.9333,20
k=2,600,30,19.9333,1045
greedy,600,31,18.8387,0
random,600,13,46.1538,0
bad_greedy,600,24,24.375,0
k=1,600,31,18.8387,21
k=2,600,31,18.8387,1035
greedy,600,27,21.3704,1
random,600,10,59.5,0
bad_greedy,600,22,24.8636,0
k=1,600,27,21.3704,21
k=2,600,27,21.3704,1069
greedy,600,23,24.8261,0
random,600,5,115.6,0
bad_greedy,600,15,38.1333,0
k=1,600,24,24.7083,21
k=2,600,24,24.5,1057
greedy,600,24,24.0833,1
random,600,6,100,0
bad_greedy,600,20,27.7,0
k=1,600,24,24.0833,26
k=2,600,24,24.0833,1303
greedy,600,27,21.5556,1
random,600,6,99.1667,0
bad_greedy,600,21,27,0
k=1,600,27,21.5556,26
k=2,600,27,21.5556,1338
greedy,600,34,17.2353,0
random,600,11,54,0
bad_greedy,600,31,18.4194,0
k=1,600,34,17.2353,20
k=2,600,34,17.2353,1023
greedy,600,22,25.7727,1
random,600,5,115.8,0
bad_greedy,600,17,33.1765,0
k=1,600,23,26.087,21
k=2,600,23,25.4783,1074
greedy,600,30,19.2667,0
random,600,10,59.2,0
bad_greedy,600,22,24.8182,0
k=1,600,30,18.7333,21
k=2,600,30,18.7333,1028
greedy,600,22,26.2273,1
random,600,5,119.6,0
bad_greedy,600,19,31.2632,0
k=1,600,22,26.2273,20
k=2,600,22,26.2273,1063
greedy,600,30,18.9333,0
random,600,9,64.2222,0
bad_greedy,600,24,23.25,1
k=1,600,31,19.3548,19
k=2,600,31,19.3548,1067
greedy,600,24,23.3333,0
random,600,7,83.7143,0
bad_greedy,600,20,29.9,0
k=1,600,25,23.52,22
k=2,600,25,23.12,1079
greedy,600,26,22.4615,0
random,600,11,53.5455,0
bad_greedy,600,22,27.1364,0
k=1,600,26,22.4615,21
k=2,600,26,22.3077,1059
greedy,600,24,24.625,0
random,600,11,53.4545,0
bad_greedy,600,20,28.55,0
k=1,600,24,24.625,22
k=2,600,24,24.625,1080
greedy,600,32,18.4062,0
random,600,4,147,0
bad_greedy,600,25,23.76,0
k=1,600,32,18.4062,20
k=2,600,32,18.4062,1034
greedy,600,23,26,0
random,600,7,83.4286,0
bad_greedy,600,17,34,0
k=1,600,23,26,21
k=2,600,23,26,1072
greedy,600,28,20.5,0
random,600,10,57.8,0
bad_greedy,600,22,26.5455,0
k=1,600,28,20.5,20
k=2,600,28,20.5,1046
greedy,600,19,30.6842,0
random,600,6,94.6667,0
bad_greedy,600,14,40.5,0
k=1,600,19,30.2632,21
k=2,600,19,30.2632,1075
greedy,600,28,20.8571,0
random,600,5,116,0
bad_greedy,600,20,28.5,0
k=1,600,28,20.8571,21
k=2,600,28,20.8571,1060
greedy,600,27,21.7037,0
random,600,7,84.1429,0
bad_greedy,600,21,28.0476,0
k=1,600,27,21.7037,20
k=2,600,27,21.7037,1048
greedy,600,27,21.6667,0
random,600,9,65.4444,0
bad_greedy,600,16,35.5625,0
k=1,600,27,21.6667,20
k=2,600,27,21.6667,1046
greedy,600,28,21.2857,0
random,600,19,31.3684,0
bad_greedy,600,25,23.68,0
k=1,600,28,20.75,21
k=2,600,28,20.75,1039
greedy,600,26,22.5,0
random,600,13,45.0769,0
bad_greedy,600,21,28.0952,0
k=1,600,26,22.5,21
k=2,600,26,22.5,1062
greedy,600,32,17.6562,0
random,600,15,39.7333,0
bad_greedy,600,25,22.16,0
k=1,600,32,17.6562,21
k=2,600,32,17.6562,1060
greedy,600,25,22.48,1
random,600,6,99.3333,0
bad_greedy,600,17,33.0588,0
k=1,600,25,22.48,20
k=2,600,25,22.48,1054
greedy,600,29,20.6207,0
random,600,14,41.3571,0
bad_greedy,600,25,22.8,0
k=1,600,29,20.5517,21
k=2,600,29,20.5517,1054
greedy,600,29,20.1724,0
random,600,7,85.7143,0
bad_greedy,600,23,24.8261,0
k=1,600,29,19.3448,21
k=2,600,29,19.3448,1053
greedy,600,27,21.7778,0
random,600,6,94.3333,0
bad_greedy,600,17,32.2353,0
k=1,600,27,21.7778,21
k=2,600,27,21.7778,1073
greedy,600,26,22.6923,0
random,600,5,110.8,0
bad_greedy,600,16,34.625,0
k=1,600,26,22.6923,21
k=2,600,26,22.6923,1052
greedy,600,26,22.4615,0
random,600,7,80.8571,0
bad_greedy,600,21,28.0952,0
k=1,600,26,22.0769,22
k=2,600,26,22.0769,1080
greedy,600,23,25.1739,0
random,600,13,44,0
bad_greedy,600,18,30.2778,0
k=1,600,23,25.1739,22
k=2,600,23,25.1739,1075
greedy,600,35,16.4286,0
random,600,8,74.75,0
bad_greedy,600,31,17.7742,0
k=1,600,35,16.3714,20
k=2,600,35,16.3714,1017
greedy,600,29,20.6552,0
random,600,5,119.2,0
bad_greedy,600,23,25,0
k=1,600,30,19.9667,21
k=2,600,30,19.9667,1059
greedy,600,27,21.3704,0
random,600,8,72.75,0
bad_greedy,600,23,24.4783,0
k=1,600,27,20.8889,22
k=2,600,27,20.8889,1078
greedy,600,23,24.6957,1
random,600,5,116,0
bad_greedy,600,17,31.9412,0
k=1,600,23,24.6957,21
k=2,600,23,24.6957,1068
greedy,600,32,17.9375,0
random,600,12,49.5,0
bad_greedy,600,27,20.5556,0
k=1,600,32,17.9375,20
k=2,600,32,17.9375,1018
greedy,600,29,20.6897,0
random,600,14,42.2143,0
bad_greedy,600,17,32.9412,0
k=1,600,29,20.6897,21
k=2,600,29,20.6897,1062
greedy,700,26,25.6923,0
random,700,7,95,0
bad_greedy,700,22,30.2727,0
k=1,700,26,25.6923,19
k=2,700,26,25.6923,1039
greedy,700,24,27.8333,0
random,700,6,114.5,0
bad_greedy,700,20,34.7,0
k=1,700,24,27.8333,23
k=2,700,24,27.8333,1060
greedy,700,35,19.9429,0
random,700,13,52.3077,0
bad_greedy,700,24,27.7083,0
k=1,700,35,19.9429,21
k=2,700,35,19.9429,1058
greedy,700,31,22.5161,0
random,700,7,98.8571,0
bad_greedy,700,25,27.72,0
k=1,700,31,22.5161,21
k=2,700,31,22.0968,1014
greedy,700,29,23.9655,0
random,700,10,68.9,0
bad_greedy,700,23,28.3478,0
k=1,700,29,23.9655,21
k=2,700,29,23.7241,1062
greedy,700,29,23.069,1
random,700,4,170.75,0
bad_greedy,700,24,28.8333,0
k=1,700,30,23.3,24
k=2,700,30,23.3,1098
greedy,700,29,23.7586,0
random,700,10,69.2,0
bad_greedy,700,24,27.4167,0
k=1,700,29,22.7931,26
k=2,700,29,22.7931,1059
greedy,700,32,21.4688,0
random,700,17,40.3529,0
bad_greedy,700,23,28.087,0
k=1,700,32,21.4688,21
k=2,700,32,21.4688,1052
greedy,700,28,24.1429,0
random,700,5,136.8,0
bad_greedy,700,26,25.9615,0
k=1,700,28,23.2857,20
k=2,700,28,23.2857,1040
greedy,700,31,21.7419,0
random,700,9,76.4444,0
bad_greedy,700,19,34.5789,0
k=1,700,31,21.7419,19
k=2,700,31,21.7419,1009
greedy,700,32,21.5,0
random,700,13,52.4615,0
bad_greedy,700,27,25.3333,0
k=1,700,32,21.25,20
k=2,700,32,21.25,1040
greedy,700,33,20.697,0
random,700,20,35,0
bad_greedy,700,26,26,0
k=1,700,33,20.697,20
k=2,700,33,20.697,1032
greedy,700,28,24.8571,0
random,700,10,69.5,0
bad_greedy,700,20,33.75,0
k=1,700,28,24.8571,21
k=2,700,28,24.8571,1053
greedy,700,27,24.7778,0
random,700,11,63.5455,0
bad_greedy,700,19,35,0
k=1,700,27,24.7778,22
k=2,700,27,24.7778,1051
greedy,700,31,22.2903,0
random,700,10,67.3,0
bad_greedy,700,21,30.5714,0
k=1,700,31,21.7097,21
k=2,700,31,21.7097,1026
greedy,700,30,23,1
random,700,10,68.7,0
bad_greedy,700,26,25.2692,0
k=1,700,31,22.3226,20
k=2,700,31,21.7097,1024
greedy,700,29,24.1034,0
random,700,9,75.3333,0
bad_greedy,700,22,30.5909,0
k=1,700,29,24.1034,21
k=2,700,29,24.069,1040
greedy,700,30,22.5667,0
random,700,14,48.7143,0
bad_greedy,700,20,34.75,0
k=1,700,30,22.5667,19
k=2,700,30,22.5667,1036
greedy,700,30,22.6667,0
random,700,7,93.7143,0
bad_greedy,700,24,27.125,0
k=1,700,30,22.5667,20
k=2,700,30,22.5667,1040
greedy,700,30,23.3333,0
random,700,5,136.6,0
bad_greedy,700,21,30.3333,0
k=1,700,30,23.3333,21
k=2,700,30,23.3333,1039
greedy,700,30,23.2667,0
random,700,7,99.1429,0
bad_greedy,700,23,29.6522,0
k=1,700,30,22.9667,20
k=2,700,30,22.9667,1023
greedy,700,27,24.2593,0
random,700,16,43.3125,0
bad_greedy,700,20,33.1,0
k=1,700,28,24.8571,21
k=2,700,28,24.8571,1060
greedy,700,30,22.8333,0
random,700,9,76.2222,0
bad_greedy,700,22,31.8182,0
k=1,700,30,22.8333,20
k=2,700,30,22.8333,1045
greedy,700,28,24.2143,0
random,700,11,63.5455,0
bad_greedy,700,20,32,0
k=1,700,29,23.9655,21
k=2,700,29,23.8621,1065
greedy,700,34,20.2059,0
random,700,9,77,0
bad_greedy,700,27,24.2963,0
k=1,700,34,20.2059,21
k=2,700,34,20.2059,1061
greedy,700,28,23.2857,0
random,700,7,94.4286,0
bad_greedy,700,22,28.9091,0
k=1,700,28,23.2857,20
k=2,700,28,23.2857,1049
greedy,700,27,24.963,0
random,700,7,94.5714,0
bad_greedy,700,19,33.6316,0
k=1,700,28,25,20
k=2,700,28,25,1064
greedy,700,28,24.2143,0
random,700,18,37.0556,0
bad_greedy,700,24,29,0
k=1,700,28,24,21
k=2,700,28,23.9643,1026
greedy,700,28,24.3571,0
random,700,7,98.7143,0
bad_greedy,700,16,41,0
k=1,700,28,23.8214,20
k=2,700,28,23.8214,1042
greedy,700,34,20.1176,0
random,700,16,43.4375,0
bad_greedy,700,26,25.1154,0
k=1,700,34,20.0588,20
k=2,700,34,20.0588,1035
greedy,700,28,24.0714,0
random,700,6,114.5,0
bad_greedy,700,22,30.6364,0
k=1,700,28,23.75,21
k=2,700,28,23.75,1054
greedy,700,29,22.7586,0
random,700,7,97.7143,0
bad_greedy,700,24,28.125,0
k=1,700,30,23.0667,21
k=2,700,30,23.0667,1056
greedy,700,24,28.25,0
random,700,10,69.6,0
bad_greedy,700,18,38.2222,0
k=1,700,24,28.25,20
k=2,700,24,28.25,1051
greedy,700,33,20.4848,0
random,700,4,174.75,0
bad_greedy,700,25,26.28,0
k=1,700,33,20.4848,20
k=2,700,33,20.4848,1003
greedy,700,27,25.4444,0
random,700,7,97,0
bad_greedy,700,20,33.05,0
k=1,700,27,25.4444,22
k=2,700,27,25.4444,1075
greedy,700,26,25.0385,0
random,700,8,87.125,0
bad_greedy,700,18,37.7778,0
k=1,700,27,25.7778,21
k=2,700,27,25.7778,1055
greedy,700,28,23.8571,0
random,700,14,49.8571,0
bad_greedy,700,24,29.125,0
k=1,700,28,23.8214,21
k=2,700,28,23.8214,1066
greedy,700,35,19.2571,1
random,700,13,53.0769,0
bad_greedy,700,20,33.05,0
k=1,700,35,19.2571,20
k=2,700,35,19.2571,1025
greedy,700,30,22.2667,0
random,700,13,53.6923,0
bad_greedy,700,27,25.1481,0
k=1,700,30,22.2667,22
k=2,700,30,22.2667,1050
greedy,700,35,19.9143,0
random,700,10,69.9,0
bad_greedy,700,23,28.7391,0
k=1,700,35,19.9143,20
k=2,700,35,19.9143,996
greedy,700,28,23.7143,0
random,700,12,56.9167,0
bad_greedy,700,20,34.9,0
k=1,700,28,23.7143,20
k=2,700,28,23.7143,1021
greedy,700,33,20.2121,0
random,700,14,49.9286,0
bad_greedy,700,28,24.6786,0
k=1,700,33,20.2121,20
k=2,700,33,20.2121,1026
greedy,700,29,23.6897,0
random,700,16,43.125,0
bad_greedy,700,24,27.75,0
k=1,700,29,23.069,20
k=2,700,29,22.8621,1031
greedy,700,30,23.0333,0
random,700,15,46,0
bad_greedy,700,22,29.5909,0
k=1,700,30,23.0333,20
k=2,700,30,23.0333,1031
greedy,700,29,23.4828,0
random,700,12,58.25,0
bad_greedy,700,20,34.9,0
k=1,700,29,23.4828,20
k=2,700,29,23.4828,1037
greedy,700,32,21.0312,0
random,700,19,36.7368,0
bad_greedy,700,25,25.4,0
k=1,700,33,21.0909,21
k=2,700,33,20.6667,1042
greedy,700,30,22.4,0
random,700,6,113.667,0
bad_greedy,700,21,30.7619,1
k=1,700,30,22.4,19
k=2,700,30,22.4,1028
greedy,700,27,25.8148,0
random,700,7,98.7143,0
bad_greedy,700,22,29.5909,0
k=1,700,27,25.0741,21
k=2,700,27,25.0741,1058
greedy,700,30,22.2333,0
random,700,4,174.25,0
bad_greedy,700,21,30.619,0
k=1,700,31,21.9355,20
k=2,700,31,21.9355,1036
greedy,700,36,19.1111,0
random,700,9,76.7778,0
bad_greedy,700,25,26.32,0
k=1,700,36,19.1111,20
k=2,700,36,19.1111,1009
greedy,700,23,29.2609,0
random,700,11,60.9091,0
bad_greedy,700,16,41.5625,0
k=1,700,23,29.2609,22
k=2,700,23,29.2609,1062
greedy,700,30,23.0667,0
random,700,7,96.7143,0
bad_greedy,700,21,31.619,0
k=1,700,30,23.0333,21
k=2,700,30,23.0333,1047
greedy,700,32,20.8125,0
random,700,11,60.6364,0
bad_greedy,700,24,27.0833,0
k=1,700,32,20.8125,20
k=2,700,32,20.8125,1012
greedy,700,34,19.9118,0
random,700,16,43.4375,0
bad_greedy,700,27,25.5556,0
k=1,700,35,19.6571,21
k=2,700,35,19.6571,1045
greedy,700,29,24,1
random,700,14,49.5714,0
bad_greedy,700,20,31.4,0
k=1,700,29,23.6207,22
k=2,700,29,23.6207,1059
greedy,700,33,21.2121,0
random,700,14,49.5714,0
bad_greedy,700,26,25.5,0
k=1,700,33,21.0303,21
k=2,700,33,21.0303,1057
greedy,700,34,19.2353,0
random,700,12,58.3333,0
bad_greedy,700,25,25.04,0
k=1,700,34,19.2353,19
k=2,700,34,19.2353,1006
greedy,700,38,17.3158,0
random,700,12,57.9167,0
bad_greedy,700,31,20.4194,0
k=1,700,39,17.8462,20
k=2,700,39,17.8462,1020
greedy,700,33,20.1818,0
random,700,12,57.1667,0
bad_greedy,700,26,24.8462,0
k=1,700,33,20.1818,19
k=2,700,33,20.1818,1000
greedy,700,31,21.6129,0
random,700,6,116,0
bad_greedy,700,22,30.6364,0
k=1,700,32,21.8438,22
k=2,700,32,21.8438,1090
greedy,700,28,23.8214,0
random,700,8,86.625,0
bad_greedy,700,20,34.45,0
k=1,700,28,23.8214,21
k=2,700,28,23.8214,1038
greedy,700,29,23.2414,0
random,700,10,70,0
bad_greedy,700,20,32.65,0
k=1,700,29,23.2414,21
k=2,700,29,23.2414,1054
greedy,700,32,21.125,0
random,700,10,68,0
bad_greedy,700,21,31,0
k=1,700,32,20.7188,20
k=2,700,32,20.7188,1001
greedy,700,35,18.9429,0
random,700,11,62.8182,0
bad_greedy,700,28,22.8214,0
k=1,700,35,18.9429,20
k=2,700,35,18.9429,1011
greedy,700,33,20.3333,0
random,700,12,58.0833,0
bad_greedy,700,28,24.3929,0
k=1,700,33,20.3333,20
k=2,700,33,20.3333,1007
greedy,700,29,22.8966,0
random,700,6,115.667,0
bad_greedy,700,26,25.6538,0
k=1,700,29,22.8966,21
k=2,700,29,22.8966,1030
greedy,700,29,23.8276,0
random,700,14,47.9286,0
bad_greedy,700,20,33.3,0
k=1,700,29,23.8276,21
k=2,700,29,23.8276,1046
greedy,700,35,19.8571,0
random,700,13,53.3077,0
bad_greedy,700,20,31.85,0
k=1,700,35,19.8571,19
k=2,700,35,19.8571,999
greedy,700,27,24.9259,0
random,700,7,99.2857,0
bad_greedy,700,20,31.9,0
k=1,700,27,24.9259,20
k=2,700,27,24.9259,1047
greedy,700,29,22.3448,0
random,700,15,45,0
bad_greedy,700,20,32.6,0
k=1,700,30,22.5667,20
k=2,700,30,22.5667,1044
greedy,700,33,21.1515,0
random,700,13,53.8462,0
bad_greedy,700,25,27.16,0
k=1,700,33,20.8788,20
k=2,700,33,20.8788,1036
greedy,700,32,21.375,0
random,700,11,63.3636,0
bad_greedy,700,26,25.2692,0
k=1,700,32,21.0312,21
k=2,700,32,21.0312,1067
greedy,700,34,19.2059,0
random,700,12,57.8333,0
bad_greedy,700,27,25.4815,0
k=1,700,35,19.8857,20
k=2,700,35,19.8857,1013
greedy,700,32,21.4062,0
random,700,4,173.25,0
bad_greedy,700,20,33.65,0
k=1,700,32,20.9062,21
k=2,700,32,20.9062,1043
greedy,700,34,19.5,0
random,700,10,69.3,0
bad_greedy,700,26,26.4615,0
k=1,700,34,19.5,20
k=2,700,34,19.5,1014
greedy,700,30,21.8667,0
random,700,12,57.25,0
bad_greedy,700,23,27.7826,0
k=1,700,30,21.8667,21
k=2,700,31,22.3871,1048
greedy,700,30,22.3667,0
random,700,17,39.5294,0
bad_greedy,700,26,24.7308,0
k=1,700,30,22.3667,20
k=2,700,30,22.3667,1031
greedy,700,24,28.5,0
random,700,6,114.167,0
bad_greedy,700,19,33.8947,0
k=1,700,24,28.2917,21
k=2,700,24,27.5833,1062
greedy,700,28,23.4643,0
random,700,8,86.75,0
bad_greedy,700,22,29.3636,0
k=1,700,28,23.4643,21
k=2,700,29,24.069,1056
greedy,700,30,23.1667,0
random,700,17,40.0588,0
bad_greedy,700,22,29,0
k=1,700,30,23.1667,21
k=2,700,30,23.1667,1062
greedy,700,31,21.7097,0
random,700,15,46.6667,0
bad_greedy,700,24,27.0833,0
k=1,700,31,21.7097,20
k=2,700,31,21.7097,1014
greedy,700,26,26.6154,0
random,700,11,61.6364,0
bad_greedy,700,21,31.1429,0
k=1,700,26,26.5,21
k=2,700,26,26.5,1063
greedy,700,31,22.4516,0
random,700,9,74.7778,0
bad_greedy,700,21,32.0476,0
k=1,700,31,22,20
k=2,700,31,21.9677,1050
greedy,700,30,21.8333,0
random,700,5,139.6,0
bad_greedy,700,20,35,0
k=1,700,31,22.5161,20
k=2,700,31,22.5161,1040
greedy,700,24,28.6667,0
random,700,12,57,0
bad_greedy,700,19,35.3158,0
k=1,700,24,28.6667,21
k=2,700,24,28.6667,1056
greedy,700,30,22.7333,0
random,700,8,86,0
bad_greedy,700,22,29.4545,0
k=1,700,30,22.7333,20
k=2,700,30,22.7333,1039
greedy,700,34,20.3824,0
random,700,14,48.7857,0
bad_greedy,700,24,27.4167,0
k=1,700,34,20.3824,20
k=2,700,34,20.3824,1026
greedy,700,27,24.8519,0
random,700,9,77.7778,0
bad_greedy,700,20,34.55,0
k=1,700,27,24.8519,21
k=2,700,27,24.8519,1053
greedy,700,30,23.0667,0
random,700,9,75.7778,0
bad_greedy,700,24,27.0833,0
k=1,700,30,22.6667,21
k=2,700,30,22.6333,1028
greedy,700,28,23.5,0
random,700,13,51.7692,0
bad_greedy,700,20,33.6,0
k=1,700,28,23.5,21
k=2,700,28,23.5,1046
greedy,700,32,21.6562,0
random,700,6,110.833,0
bad_greedy,700,22,30.5,0
k=1,700,32,21.4062,20
k=2,700,32,21.4062,1016
greedy,700,32,21.6875,0
random,700,14,48,0
bad_greedy,700,21,30.5714,0
k=1,700,32,21.6875,20
k=2,700,32,21.6875,1040
greedy,700,27,25.7037,0
random,700,16,43.4375,0
bad_greedy,700,23,28.7391,0
k=1,700,27,25.2963,22
k=2,700,27,25.2963,1071
greedy,700,24,27.2917,1
random,700,10,68.2,0
bad_greedy,700,21,33.0476,0
k=1,700,24,27.2917,21
k=2,700,24,27.2917,1063
greedy,700,27,25.8148,0
random,700,11,62.4545,0
bad_greedy,700,19,35.5789,0
k=1,700,27,25.8148,20
k=2,700,27,25.8148,1043
greedy,700,26,26.4231,0
random,700,4,168.5,0
bad_greedy,700,21,32.1429,0
k=1,700,26,26.4231,20
k=2,700,26,26.4231,1052
greedy,700,29,23.6897,0
random,700,12,58.3333,0
bad_greedy,700,21,31,0
k=1,700,29,23.6897,20
k=2,700,29,23.6897,1053
greedy,700,27,24.6667,0
random,700,8,84.5,0
bad_greedy,700,22,29.7727,0
k=1,700,28,24.75,21
k=2,700,28,24.75,1058
greedy,700,30,22.6667,0
random,700,14,48.7857,0
bad_greedy,700,20,34,0
k=1,700,30,22.6667,20
k=2,700,30,22.6667,1050
greedy,700,27,25.037,0
random,700,18,38.2222,0
bad_greedy,700,19,35.5263,0
k=1,700,28,24.6786,19
k=2,700,28,23.8929,1045
greedy,800,30,25.3,0
random,800,14,56.7857,0
bad_greedy,800,25,31.48,0
k=1,800,30,25.3,21
k=2,800,30,25.3,1052
greedy,800,25,31.48,0
random,800,9,86.4444,0
bad_greedy,800,18,43.7222,0
k=1,800,25,31,23
k=2,800,25,31,1057
greedy,800,35,22.7429,0
random,800,12,66.5833,0
bad_greedy,800,25,30.8,0
k=1,800,35,22.7143,21
k=2,800,35,22.7143,1037
greedy,800,31,25.5161,0
random,800,11,72.4545,0
bad_greedy,800,21,35.2857,0
k=1,800,31,25.5161,21
k=2,800,31,25.5161,1060
greedy,800,27,28.5556,0
random,800,12,66.3333,0
bad_greedy,800,23,33.6087,0
k=1,800,27,28.5556,21
k=2,800,27,28.5556,1054
greedy,800,30,25.8,0
random,800,13,60.4615,0
bad_greedy,800,23,34,0
k=1,800,30,25.8,21
k=2,800,30,25.8,1048
greedy,800,31,25.0645,0
random,800,12,66,0
bad_greedy,800,23,33.2609,0
k=1,800,31,25.0645,20
k=2,800,31,25.0645,1019
greedy,800,36,21.4722,0
random,800,13,60.3077,0
bad_greedy,800,31,23.8065,0
k=1,800,36,21.4722,20
k=2,800,36,21.4722,1008
greedy,800,32,23.625,0
random,800,8,97.5,0
bad_greedy,800,27,27.5185,0
k=1,800,33,23.9697,20
k=2,800,33,23.9697,1032
greedy,800,25,30.64,0
random,800,10,77.9,0
bad_greedy,800,20,39.55,0
k=1,800,25,30.64,21
k=2,800,25,30.64,1064
greedy,800,30,26.5667,0
random,800,16,50,0
bad_greedy,800,25,31.52,0
k=1,800,30,26.2333,20
k=2,800,30,26.2333,1043
greedy,800,34,23.4118,0
random,800,12,65.5,0
bad_greedy,800,26,29.1154,0
k=1,800,34,22.7353,20
k=2,800,34,22.7353,1010
greedy,800,27,28.2963,0
random,800,14,55.2857,0
bad_greedy,800,21,37.1905,0
k=1,800,27,28.2963,20
k=2,800,27,28.2963,1043
greedy,800,30,25.5667,0
random,800,15,51.2667,0
bad_greedy,800,25,31.4,0
k=1,800,30,25.5667,21
k=2,800,30,25.5667,1052
greedy,800,30,26.0667,0
random,800,20,39.55,0
bad_greedy,800,21,35.2381,0
k=1,800,30,26.0667,20
k=2,800,30,26.0667,1023
greedy,800,32,24.2812,0
random,800,11,71.7273,0
bad_greedy,800,23,34.6957,0
k=1,800,32,23.6875,21
k=2,800,32,23.6875,1032
greedy,800,29,27.0345,0
random,800,10,78.5,0
bad_greedy,800,21,35.3333,0
k=1,800,29,26.6552,21
k=2,800,29,26.6552,1044
greedy,800,30,26.3,0
random,800,13,59.9231,0
bad_greedy,800,25,31.6,0
k=1,800,30,26.3,20
k=2,800,30,26.3,1016
greedy,800,30,25.4667,0
random,800,10,77.7,0
bad_greedy,800,26,30.1538,0
k=1,800,30,25.4667,20
k=2,800,30,25.4667,1025
greedy,800,30,26.2667,0
random,800,17,45.6471,0
bad_greedy,800,18,42.0556,0
k=1,800,30,26.2667,20
k=2,800,30,26.2667,1025
greedy,800,27,28.8889,0
random,800,13,61,0
bad_greedy,800,18,41.5556,0
k=1,800,27,28.3333,21
k=2,800,27,28.3333,1043
greedy,800,29,27.4483,0
random,800,8,98.375,0
bad_greedy,800,22,35.9545,0
k=1,800,30,26.6667,21
k=2,800,30,26.6667,1054
greedy,800,28,28.4286,0
random,800,14,56.4286,0
bad_greedy,800,20,37.05,0
k=1,800,28,27.4643,21
k=2,800,28,27.4643,1046
greedy,800,33,22.697,0
random,800,15,52.3333,0
bad_greedy,800,26,30.0769,0
k=1,800,34,23.2647,21
k=2,800,34,23.2647,1023
greedy,800,32,24.125,0
random,800,16,49.5,0
bad_greedy,800,22,35.5909,0
k=1,800,33,23.1818,20
k=2,800,33,23.1818,1030
greedy,800,26,28.9615,0
random,800,8,97,0
bad_greedy,800,21,35.5714,0
